booking_id,restaurant_id,restaurant_name,client_id,client_name,amount,guests,date,country
6f7d2beb-13c2-4f63-8afe-61a48a31b20d,7d89e8f3-0717-48bf-b8e9-d6d929b96006,Olivetti,0cedd29e-2f57-47c1-9089-380de4aa4171,Amedeo Cerullo,"52,42 €",7,17/07/2000,Italia
e6105c81-2a7c-4dc5-a087-a6a98185525b,70e17118-f3ad-4156-bee3-5f1e8d3cd06b,Ssp Grp (SSPG),7d84d3a7-3cdc-4362-8f8f-25c6cef2154f,Tyrone Pennington,£24.21,2,07/12/2010,United Kingdom
8e2bd175-0cab-4da4-b7bd-a13ebff41cfe,2ebde70c-7ee6-470f-97d7-5cce070e2489,Domino's Pizza (DOM),de5734bc-cb2b-458b-9465-eda2396bec05,Tien Montgomery,£110.85,10,13/02/2000,United Kingdom
2ac18501-063c-4746-bdff-23f2e5176257,9a353990-0bf9-47a0-99c3-b8d4928a4a7e,Ostoni,25360160-7f5c-422a-a537-c69a482df2de,Bernadetta Cicale,"33,43 €",12,18/10/2008,Italia
17bf139c-75c9-4401-b52f-5ac023381470,2956247b-9326-4375-a264-facbc175711a,NH Hoteles,e8e58913-0e6c-49c3-9431-4bafc912ed1e,Lucha Soto,"42,52 €",1,04/05/2014,España
7ce9e56d-fb64-41a0-8892-7f15d1295678,19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,0473b98b-2544-4259-b222-4108e6f64c63,Thibault Émond,"141,27 €",1,18-03-2001,France
3b64e0e8-171d-47fb-996f-cf395e055245,9a353990-0bf9-47a0-99c3-b8d4928a4a7e,Ostoni,88345bcd-767d-4d44-9927-0759fdbf97ea,Geanna De Nucci,"165,41 €",7,06/09/2013,Italia
63962f7c-d166-4f7d-ac5e-046c56c0ff89,81b15746-2dcb-4b3b-92ac-49cf8865e26b,Guerciotti,241519c4-532e-4544-b2c4-3413c26f9f72,Allegria Bernardini,"105,58 €",2,05/09/2018,Italia
74911a53-6dcd-4530-a526-f0f456cb58d2,f6cb0ed8-144b-473f-8dfd-21eba20dc3fe,Sescoi,fa4614c2-2e02-417d-a5bd-f7f798f6121c,Kilyan Guilbault,"59,22 €",11,17-02-2004,France
f7440d17-466d-4c9f-b003-43442dbca5ab,1ad7e3c9-9810-477c-b460-efb823145413,RIU Hotels,81338af3-418e-4f3d-8fdc-dc0ac500b88a,Damián Iglesias,"84,41 €",12,19/02/2008,España
f77f1ab1-ce37-4278-9ca1-3a185b85729c,3195ed26-7926-45a8-b70b-93264d47908d,Just Eat (JE.),dfb7e935-8ea1-4385-8f88-8793eec807c2,Jae Morgan,£61.82,8,01/02/2008,United Kingdom
c692396d-8843-4714-b323-cf70880a5cff,d923c631-07d9-4614-b2a0-dee85f09e45d,Big Yellow Grp (BYG),970243ee-6764-4b64-954b-e8fa4d067478,Shaunda Thompson,£140.55,4,26/05/2009,United Kingdom
061ba0d0-2a75-4484-9ee8-293d47e2855f,651effa3-2819-43a4-98a7-bef16977c4d8,Vera Borea,7436df60-fe82-443e-9830-99905db38f4e,Timote Goupil,"14,28 €",8,15-02-2012,France
54f88096-2e31-49fb-bde8-7627e1cccdb2,721d0f07-5e0d-4f08-8c84-6121599d5d5a,Pacha Group,3b1cc0d5-52af-4a05-ba7f-18c5608d9ead,Fernando Velasco,"74,76 €",2,20/02/2017,España
c4bd8818-8635-4a70-9058-ad82177811e4,70e17118-f3ad-4156-bee3-5f1e8d3cd06b,Ssp Grp (SSPG),6164e6aa-e7eb-43e8-9fb3-255e8b5b8516,Larhonda Dyer,£190.93,12,05/05/2016,United Kingdom
ea969b35-76ff-4c95-b4e4-bbbf3c63fa61,70e17118-f3ad-4156-bee3-5f1e8d3cd06b,Ssp Grp (SSPG),c282b2c8-f09e-49f3-9fc9-7b56be4d5235,Alysa Martinez,£48.22,10,30/05/2010,United Kingdom
b2f53294-aeff-4231-b123-668f1f9d1f77,81b15746-2dcb-4b3b-92ac-49cf8865e26b,Guerciotti,abf19bc8-b140-41ef-af15-04fa0dce1a6d,Doriano Calandra,"118,90 €",7,26/10/2021,Italia
046dc23f-5d91-41d4-8468-51d55ad491b9,bc390fcf-b073-4ee1-8034-84dc16b8e736,AgileBio,4c7ad437-0829-4a3a-9dbe-eab680f59883,Kamelia Parent,"40,13 €",10,27-03-2003,France
139435e7-f459-4a54-a2c0-296ec8cb07ae,af869ab5-ab57-4c50-8456-a74341edc070,Taylor Wimpey (TW.),1011bf0d-4b2e-45ab-886d-cae4edc05005,Misha Durham,£191.20,2,08/05/2007,United Kingdom
341ebdee-9b03-4dcb-90c1-7c19ba03e997,70e17118-f3ad-4156-bee3-5f1e8d3cd06b,Ssp Grp (SSPG),aaf1fe7a-0cb4-4758-9de5-a39b47545b50,Herma Garrett,£131.82,3,11/03/2017,United Kingdom
819a27dd-8315-4972-b023-6e17be51d277,71fd0019-4887-4ce6-9bb7-6b29e911a23f,Berthillon,acc9c642-5f4b-4dc7-84a1-be28a34647c2,Mathys Reboul,"103,71 €",12,18-11-2000,France
30d8e22a-14b0-471b-b1ab-f326fdddf75d,721d0f07-5e0d-4f08-8c84-6121599d5d5a,Pacha Group,50248993-b1c0-4982-ad51-ff7093a33de9,Luna Garcia,"146,05 €",10,21/11/2016,España
59a5015a-fe8b-41aa-8f94-69b364bd1055,2ebde70c-7ee6-470f-97d7-5cce070e2489,Domino's Pizza (DOM),2625052b-25a3-4318-9e96-3dad2545a814,Loria Macdonald,£168.00,5,02/12/2013,United Kingdom
69e9f89c-a578-41b8-92d8-675570c61717,3195ed26-7926-45a8-b70b-93264d47908d,Just Eat (JE.),da1b5796-91c3-4142-8c04-399288c98e67,Margarett Perkins,£150.25,6,29/01/2008,United Kingdom
d2d56d26-c8d8-4d99-9399-38d1a8f1b46e,9a353990-0bf9-47a0-99c3-b8d4928a4a7e,Ostoni,4caeafe6-083b-46cb-bf0f-2bdffc360f7c,Arnaldo Mazzetti,"55,51 €",7,16/09/2008,Italia
c8273dd8-3915-413c-8f7a-937660c22995,f39eb8a8-0596-4de6-952a-900278f98f44,Fid.euro.val. (FEV),8c4e3c43-f717-4373-940c-ab9883250304,Soila Keith,£134.03,6,11/11/2008,United Kingdom
035a9e71-71f1-4958-9456-d2d55ec7bc05,65539204-db14-491b-b495-992ff6bebb52,Anovo,1d2ec6ac-6b79-4b14-a60e-b1ff7c156bd3,Louisa Perras,"98,94 €",6,24-07-2015,France
301c6eb3-91e2-4299-b69c-228743e2b436,721d0f07-5e0d-4f08-8c84-6121599d5d5a,Pacha Group,305b5cad-4b08-4d25-8935-a8d7919cd67f,Arantxa Ortiz,"174,96 €",4,06/02/2007,España
e17a520b-89ce-479e-afdc-4aeb76d4162d,3195ed26-7926-45a8-b70b-93264d47908d,Just Eat (JE.),cc3b1540-e43a-431d-b215-f587435b7065,Seymour Bean,£174.78,5,04/02/2002,United Kingdom
2fe72980-c7ec-4e24-b659-8aa068dd5bb4,bc390fcf-b073-4ee1-8034-84dc16b8e736,AgileBio,8df500a7-60ba-459b-b8c4-3df3ffbe0ff2,Lydia Bonnin,"80,96 €",10,03-08-2021,France
60fe2d11-4983-4c53-8d20-100bf9697272,721d0f07-5e0d-4f08-8c84-6121599d5d5a,Pacha Group,d30d6547-161c-4f74-bb55-0a92ac51a53f,Maribel Lopez,"132,01 €",2,17/09/2009,España
5822d426-3e93-47af-acd5-a74c770c54c4,2ebde70c-7ee6-470f-97d7-5cce070e2489,Domino's Pizza (DOM),6ae0b909-34ef-46d9-b044-0b2baf7b1d07,Lynwood Summers,£114.22,11,04/10/2007,United Kingdom
fd9b30c8-4ee5-4d97-9030-9c722bd27eb1,3195ed26-7926-45a8-b70b-93264d47908d,Just Eat (JE.),404b15bc-ef58-4017-9ce3-f0dc545d114a,Samella Tucker,£29.69,5,29/10/2003,United Kingdom
75951c7e-b559-4dd8-9a6d-ab4f71f8574c,802674a8-6f96-48ad-8bf8-4cec2b8711bf,Bontoni,05f512b2-da58-47f6-881a-b1961c13bda6,Uso Filippo,"45,56 €",8,14/01/2007,Italia
18facbc1-02ae-403c-9788-c24fd1391655,884b8302-2d70-4a47-a105-4fdbf6509bf5,Correos,0cdd1dd8-0ff2-409a-9f3e-1853fc14872c,Juan Manuel Ibanez,"137,88 €",9,26/01/2011,España
09e13fd3-f486-4eb6-a0ac-09220defe7c9,d342086c-266d-481d-a862-7f0973b3a10b,Abengoa,9307a88d-2a74-4dcf-941f-f2987463f63d,Julia Ibanez,"155,59 €",10,30/12/2004,España
f132c9a0-e3ec-4882-8752-7871f17c3ab5,802674a8-6f96-48ad-8bf8-4cec2b8711bf,Bontoni,926e4d57-4d3b-4de2-9441-0013b99dcb1d,Lucan Funari,"151,11 €",9,02/04/2003,Italia
2844cc81-d038-4213-adac-752f2685fece,19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,ec577595-f888-40f4-b2f8-4be09ea63664,Denis St-Denis,"57,12 €",8,06-02-2008,France
aac5f9e4-a0ab-438f-9f38-37aa66af01ac,884b8302-2d70-4a47-a105-4fdbf6509bf5,Correos,64061814-adb4-4546-824e-d77e97894c4d,Angel Vega,"11,29 €",4,28/07/2013,España
07afa1b4-5bd5-478b-96e2-6004e88711d0,65539204-db14-491b-b495-992ff6bebb52,Anovo,7cba92d0-5491-40ec-8900-c8ff80e6088b,Laurent Murray,"165,08 €",4,29-10-2014,France
aa836853-0f31-47ea-b030-f908a04bbc69,bc390fcf-b073-4ee1-8034-84dc16b8e736,AgileBio,22f09072-e310-44f0-abfd-a437e20cbccd,Tim Francoeur,"189,19 €",6,17-12-2012,France
505ba67f-b002-4e93-9dce-899b44fe9e41,65539204-db14-491b-b495-992ff6bebb52,Anovo,f7e56cdb-ba3e-471d-b665-d7aa08f3ca0a,Alyssa Allain,"70,94 €",11,13-03-2009,France
a710824c-6526-4c08-b3a5-d4763508886d,d342086c-266d-481d-a862-7f0973b3a10b,Abengoa,de7751c5-1090-4702-9d2f-33b43691fc9f,Borja Calvo,"112,95 €",6,21/09/2005,España
01a9b917-72ec-459d-be97-20995782a74f,b4e74d8c-e046-49e2-ade2-471420f729ff,Firstgroup (FGP),6ce21a81-91c3-4bca-ae81-4e8e418c28e8,Janessa Rhodes,£178.51,9,22/05/2010,United Kingdom
e03dcf89-6cbd-4c2c-927c-71a684c8eb8c,3195ed26-7926-45a8-b70b-93264d47908d,Just Eat (JE.),2e1e76d6-271d-4503-83c9-a35cd1d86644,Marilu Houston,£170.02,11,25/10/2008,United Kingdom
07ff67ee-2b4e-4a97-912f-ba29c7b88c20,8deed237-e908-47c0-b6db-d1a66bb0a17b,ESI Group,7c345109-9375-468a-9d47-e8a4a313e733,Ayoub Roth,"134,53 €",6,01-03-2006,France
19a87d12-0eab-4ff6-91cb-99d607dbc0fa,f4750742-b5af-40e1-8952-f3a71abb0622,Daejan Hldgs (DJAN),044e6ec5-351b-4aae-a699-e80f071c1c58,Antonetta Hebert,£150.77,2,14/11/2009,United Kingdom
32e857ef-7ddb-452c-b96a-1b6c70da0f71,65539204-db14-491b-b495-992ff6bebb52,Anovo,dae84bbb-924c-436a-9d85-bb8024805374,Daniel Gaudreault,"65,13 €",7,23-05-2001,France
5345254f-49a6-472e-b5db-51a1c8a0b671,862ecfd0-1c40-4f8d-a991-b29c8961dbf3,Nuovo Banco Ambrosiano,c3809376-291c-422a-9c64-ccfba2c86fde,Perla Frediani,"130,66 €",7,23/09/2001,Italia
05d8f681-577b-4f26-b091-534cc83e0b97,2ebde70c-7ee6-470f-97d7-5cce070e2489,Domino's Pizza (DOM),b3ef9dcc-ffc1-4c8a-907d-4161e0e2245c,Bennett Key,£53.85,11,12/10/2015,United Kingdom
8e05c850-0fb8-4969-a09d-f69736200adb,5d4648b6-4c32-4798-959e-5e6fa5ffa222,Moby Lines,a86df919-a713-4d27-b0c4-bbb7135eb2d3,Othello De Lisi,"48,83 €",10,17/06/2014,Italia
0c4a20bf-748f-4a13-b4ae-13dd0f596fc5,65539204-db14-491b-b495-992ff6bebb52,Anovo,c2b510cf-b8f3-42e4-ba5b-718a332a75f1,Kimberley Etienne,"136,98 €",2,18-05-2009,France
92a430d6-cfbd-4306-b70f-fd14506b4729,5e07f3ac-ee0f-4151-80f2-991c84b68c39,ALAN,6023d822-bbc6-4bb0-b9ff-3851b467dbf7,Adreana Agrusa,"12,72 €",10,20/02/2002,Italia
e6bd0131-006d-4a21-b386-5a5fc93fb951,2ebde70c-7ee6-470f-97d7-5cce070e2489,Domino's Pizza (DOM),4d55e9a6-243c-4afd-9b3e-2882391c8d68,Willia Nash,£136.47,12,08/11/2006,United Kingdom
bf33bdef-4bad-488c-af44-dc5151b6c2a0,2ebde70c-7ee6-470f-97d7-5cce070e2489,Domino's Pizza (DOM),e69b4019-0db4-447b-b122-0466c3a0963b,Shira Gould,£144.61,12,08/07/2005,United Kingdom
64e93f1d-c212-4115-b606-87e03cb95bcd,3195ed26-7926-45a8-b70b-93264d47908d,Just Eat (JE.),4abcbe0a-a5ca-4b20-9802-c6b8a5b65ee5,Loreen Mccray,£177.16,8,22/06/2006,United Kingdom
5eee28c5-f4a9-44b3-82e6-d8645c7b7ba6,b4e74d8c-e046-49e2-ade2-471420f729ff,Firstgroup (FGP),ab2a2ca3-cce3-45f1-943e-24483d3609a6,Jere Chen,£81.98,12,06/01/2003,United Kingdom
c4eaeb7e-1b07-42bb-9217-0720ab8075fd,d923c631-07d9-4614-b2a0-dee85f09e45d,Big Yellow Grp (BYG),d1210866-721f-423c-aad4-0111000d9d42,Bettyann Ewing,£113.00,10,14/08/2016,United Kingdom
f01bdb56-d70d-4fe1-8b01-a9a88127b00a,71fd0019-4887-4ce6-9bb7-6b29e911a23f,Berthillon,08f25fb9-2212-4037-a889-a6cbf83a79ed,Elea Rodier,"12,28 €",5,09-09-2002,France
3e989c19-0834-4c4d-bff1-6824bff48cab,65539204-db14-491b-b495-992ff6bebb52,Anovo,606b87c3-41c0-45b8-a1b8-37b0ed9f2216,Aymen Berry,"10,86 €",4,14-04-2019,France
9a1c8f9e-a73b-42c5-88c0-c4abaa9ea658,47bce3e7-ff17-4d66-8aa8-44afdfbc6eac,Adixen Vacuum Products,deef56d6-7ea0-421f-8a61-c38533446454,Lauren Bouffard,"191,56 €",1,14-12-2007,France
2cbd8795-0404-4b16-914f-f35ce10f3355,2ebde70c-7ee6-470f-97d7-5cce070e2489,Domino's Pizza (DOM),9cbc942b-c865-428f-b7ee-8b9170bb5806,Evan Holland,£32.73,11,04/06/2011,United Kingdom
8f922185-a567-4201-9e5d-6683559aa6dd,65539204-db14-491b-b495-992ff6bebb52,Anovo,a14245b3-b0ba-40fe-9f66-ea9ceaf7e717,Maya Pouliot,"91,73 €",9,28-05-2012,France
df344cea-ee01-4ca1-a8dd-45c4d7f649c3,802674a8-6f96-48ad-8bf8-4cec2b8711bf,Bontoni,eb0ff4d0-4d04-45d5-bf40-3a0a5fa69919,Gabi Cocozza,"139,10 €",8,18/04/2016,Italia
0dec335f-7e2d-4441-9526-a9264d419bdb,802674a8-6f96-48ad-8bf8-4cec2b8711bf,Bontoni,3dc856d3-e342-4d76-ace6-6a7bb282baa7,Donna Marti,"49,52 €",4,13/01/2012,Italia
2c9313ea-6eba-4c35-9f6a-58fe69ec6a4a,721d0f07-5e0d-4f08-8c84-6121599d5d5a,Pacha Group,fccd046c-ce1e-4efc-84c1-5371172c4213,Facundo Hernandez,"17,75 €",7,19/02/2014,España
67380c9c-f9dc-4da0-8e3f-d0c4e91e1277,884b8302-2d70-4a47-a105-4fdbf6509bf5,Correos,529a3c7a-88a1-471d-bacc-5e55bd17c18c,Manuelita Gomez,"105,47 €",8,06/09/2012,España
e3b5e921-7ffb-4652-934a-7cf2d204072c,2956247b-9326-4375-a264-facbc175711a,NH Hoteles,56ad178e-2d91-4542-b19a-c4636872695a,Federico Vidal,"70,74 €",8,12/08/2016,España
26508190-4ba2-4646-8aae-43ef4440f167,f39eb8a8-0596-4de6-952a-900278f98f44,Fid.euro.val. (FEV),95899a93-c74b-460c-9668-f6ec5a84c7ce,Indira Long,£110.92,7,30/07/2018,United Kingdom
b578cd52-49fd-4cfd-bb7e-cf474e4cdbbc,f4750742-b5af-40e1-8952-f3a71abb0622,Daejan Hldgs (DJAN),08f202d1-7792-45b5-bf01-36a0f72446ee,Gerardo Vega,£140.72,3,08/10/2005,United Kingdom
37c4ae6f-34ae-452d-977d-ece7795c97c3,884b8302-2d70-4a47-a105-4fdbf6509bf5,Correos,8277b6d5-6055-4aa6-83b6-b7b62db4102b,Juan Diego Reyes,"128,62 €",5,31/01/2009,España
8ac3ba9a-dd02-4272-889f-f99e3bb78c60,2ebde70c-7ee6-470f-97d7-5cce070e2489,Domino's Pizza (DOM),fa43a485-294d-4520-9f8c-eb9097461097,Herma Becker,£83.71,5,12/01/2014,United Kingdom
b274fcca-89ea-4439-8393-ec04c909840a,b4e74d8c-e046-49e2-ade2-471420f729ff,Firstgroup (FGP),02c4f375-9376-499b-a9bc-4bcd45ca23f7,Melita Atkinson,£49.86,11,24/06/2010,United Kingdom
bccf6560-cd3b-42be-9ea0-04c6724cc171,bc390fcf-b073-4ee1-8034-84dc16b8e736,AgileBio,34ca03fa-c08a-4e06-a0a2-c2c72594c16d,Carvell Lecours,"93,27 €",11,12-05-2017,France
6b2788ef-4417-44cd-8dc1-d4886f8a44f4,862ecfd0-1c40-4f8d-a991-b29c8961dbf3,Nuovo Banco Ambrosiano,af21e6a4-ab33-48a2-9a72-9e62cfc8b733,Dorotea De Nardis,"70,68 €",4,01/08/2008,Italia
8a9d1457-184b-4248-a817-a4d77ac7f7a1,70e17118-f3ad-4156-bee3-5f1e8d3cd06b,Ssp Grp (SSPG),0d1b20f5-f510-4df4-a89e-15bb4ebe1e19,Cleotilde Golden,£200.00,12,11/02/2002,United Kingdom
14466b42-2862-41fc-b4b8-c4509169be38,d342086c-266d-481d-a862-7f0973b3a10b,Abengoa,57478eb4-5b91-4246-ac8c-7e7502cdb2f7,Estela Ibanez,"149,65 €",7,06/06/2003,España
8cb3c09c-3b3b-417a-b559-dff098bc0bb0,802674a8-6f96-48ad-8bf8-4cec2b8711bf,Bontoni,d28ab198-8196-4da3-b2de-49e116116a9a,Carolina Antonioli,"52,38 €",8,08/04/2000,Italia
258270f4-961d-4a69-8033-a52e9ee846d4,884b8302-2d70-4a47-a105-4fdbf6509bf5,Correos,a75ff597-3ab6-40d2-816c-7747d069c0ed,Judit Nunez,"92,72 €",4,26/02/2006,España
eef646b1-40c4-44db-8616-756801efdbc3,65539204-db14-491b-b495-992ff6bebb52,Anovo,274318a1-5aa8-48d1-845c-a10ce1f3817c,Ferrand Pons,"157,07 €",8,06-12-2009,France
9d22163f-f7ab-4aca-bb24-2f343a23c025,2ebde70c-7ee6-470f-97d7-5cce070e2489,Domino's Pizza (DOM),b2feb980-c3c7-4ecf-9248-0905655d1d30,Wayne Yates,£173.96,12,08/04/2017,United Kingdom
aaaab13b-b06f-4a8a-a074-3dec11d0ae57,2ebde70c-7ee6-470f-97d7-5cce070e2489,Domino's Pizza (DOM),6548d5a1-414d-4bfd-b406-69795c5d51c4,Domingo Mitchell,£70.50,5,13/05/2019,United Kingdom
5703665f-f8e1-41f2-861f-6f9186d53353,721d0f07-5e0d-4f08-8c84-6121599d5d5a,Pacha Group,3781dae5-d63c-4aaa-b17b-6c181ceec160,Flavia Ferrer,"168,10 €",7,28/10/2016,España
eaadde67-8563-4335-a339-84b6a8c4dcbe,1ad7e3c9-9810-477c-b460-efb823145413,RIU Hotels,b299a197-f13c-4da1-b5bf-47e4699459a1,Eneko Moreno,"51,57 €",9,02/10/2016,España
0d803f87-7bc9-40e8-961b-56b5b31eb2b5,5d4648b6-4c32-4798-959e-5e6fa5ffa222,Moby Lines,9ca45041-7301-460c-916b-ba7afaf73c64,Natasha Zegarelli,"44,90 €",6,19/12/2003,Italia
5e235c93-1d76-4597-be89-56fa12f43d0b,81b15746-2dcb-4b3b-92ac-49cf8865e26b,Guerciotti,b896ba48-bc10-40ea-aeb2-727863d48aea,Eliseo Albano,"64,02 €",4,02/04/2000,Italia
dab55c70-1fea-4b8f-95ed-0eea6af1d7db,1ad7e3c9-9810-477c-b460-efb823145413,RIU Hotels,983b1b7b-0371-4a4f-b69d-d86c385c7d7a,Helena Nieto,"139,16 €",6,25/02/2018,España
6e859b2e-1eea-4a5a-94ab-0522afbb74fb,70e17118-f3ad-4156-bee3-5f1e8d3cd06b,Ssp Grp (SSPG),e8e1ce33-b889-4990-b68d-a0a942c5726e,Elbert Griffith,£188.75,10,23/10/2002,United Kingdom
9cd46f8b-6a53-4e8d-94ee-de6df6a48638,af887da6-1d9f-4b2d-a2a7-3c082d29e514,Bgeo Grp (BGEO),4158f884-33c6-43a0-9284-1b586ea6ec20,Carylon Jordan,£115.81,4,28/11/2017,United Kingdom
19418e64-b3db-4617-97dd-f8dc79554e9f,7d89e8f3-0717-48bf-b8e9-d6d929b96006,Olivetti,9d08977a-014d-48f6-bbb5-d29ddc5eb9f3,Giosetta Frigo,"135,09 €",6,21/11/2016,Italia
104a241b-1fbf-4780-a703-17d6f93910b2,9a353990-0bf9-47a0-99c3-b8d4928a4a7e,Ostoni,35cb9f18-a1e7-4176-9568-123148e8bc82,Ludo D’Aprile,"141,96 €",4,11/09/2021,Italia
bd4090b8-06ad-4459-9742-49ed17dea2ae,18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,b846a052-a936-4dae-a6e2-cba86f6c4577,Emmanuel Bellemare,"104,24 €",1,29-03-2010,France
57cfa28a-4a8c-4dc0-9d66-95f37ee3b968,651effa3-2819-43a4-98a7-bef16977c4d8,Vera Borea,d195766a-c3bd-4ee3-b64a-86d8359be518,Colville Evrard,"76,68 €",5,29-06-2002,France
2049f799-4e57-42bf-9127-69a4a4d932b6,18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,9f9733de-6aac-4b2a-8fd5-93b689096142,Astrid Guyot,"35,11 €",11,10-01-2014,France
da706d78-2760-461f-9942-a6f86ecdbd5a,f6cb0ed8-144b-473f-8dfd-21eba20dc3fe,Sescoi,945f081f-888b-4856-956f-8d28ce05e908,Miette Quirion,"70,53 €",10,29-11-2003,France
c5970c6e-4dca-4812-9c64-13f242a3534e,65539204-db14-491b-b495-992ff6bebb52,Anovo,0f08c22f-37d6-4d01-aac8-63d1d4376ffb,Issam Chabot,"105,88 €",2,30-04-2008,France
6945fdbb-42d5-4fc1-a5d9-525121b0f3d4,d2607444-707e-4e7e-88d1-1181c476113a,Marfeel,c2cac433-249d-4b80-a39f-8127d47195b5,Yolanda Pena,"119,14 €",9,21/11/2018,España
8c440e7d-5469-4b22-a2e7-3a1c8608120a,65539204-db14-491b-b495-992ff6bebb52,Anovo,4419f21a-6209-42db-8a94-3d0f5cc57378,Tino Lecoeur,"20,04 €",4,02-10-2016,France
64502449-51fd-40b6-afde-d0d980b5f9f1,f4750742-b5af-40e1-8952-f3a71abb0622,Daejan Hldgs (DJAN),d006514c-3e6d-4519-b51c-e2354b4740b0,Duane Rodgers,£39.17,7,06/04/2014,United Kingdom
2fe7ba4d-f357-4834-ab39-2cd82d425219,8deed237-e908-47c0-b6db-d1a66bb0a17b,ESI Group,c2cf34dd-1391-410f-b214-971f1c4fd312,Amina Dumouchel,"152,93 €",1,08-01-2007,France
08bbda53-ac3b-48cb-bbd9-bb1938b027bf,1ad7e3c9-9810-477c-b460-efb823145413,RIU Hotels,2ed2708d-1af4-48ed-a8ec-cc80ea1d92eb,Lorena Carrasco,"15,78 €",1,02/08/2019,España
